PBI-###,Type,Title,Description,AcceptanceCriteria,ReqIDs,NFR_Tags,StoryPoints,Priority,Owner,Sprint,Status,Dependencies,Notes
PBI-085,Enabler,Enable identity and organization-membership lookup ports for role assignment validation,"Capability to be created or improved: implement the minimal backend lookup capability required so role assignment can validate user existence and user-to-organization membership through approved ports/adapters. Why it is needed: PBI-050 cannot complete its remaining acceptance criteria with contract definitions alone; it needs executable lookup boundaries. Which future PBIs it enables: PBI-050 completion, PBI-052 hardening, PBI-055 deactivation-aware access checks, and later protected-action enforcement. Technical scope: application ports, infrastructure adapters or repository seams, integration points for user existence lookup and organization membership lookup, and test seams for assignment validation. Explicit exclusions: UI behavior, final identity lifecycle design, and broader auth/provider implementation beyond the approved minimum contract.","[ReqID: R03] Given the approved lookup contracts exist, when the identity lookup port is invoked, then the backend can determine whether the referenced user exists. | [ReqID: R03] Given the approved lookup contracts exist, when the membership lookup port is invoked with userId and organizationId, then the backend can determine whether that user belongs to that organization. | [ReqID: R03] Given PBI-050 resumes, when assignment validation runs, then invalid-user and non-member rejection can be implemented without placeholder logic. | [ReqID: R03] Given these lookup capabilities are added, when tests execute, then the ports/adapters are covered by automated tests and are safe for assignment-service integration.",R03,Maintainability;Integration;Reliability;Security,3,P0,Backend Engineer,Sprint 2,Completed,PBI-084,"Important: this is the executable unblocker after the Spike. Evidence: port definitions, adapter tests, integration evidence, and updated API/state-model notes if behavior becomes explicit."
PBI-086,Spike,Investigate authenticated actor source of truth for protected backend actions,"Unknown / problem statement: protected backend actions currently rely on client-supplied actor headers, while the durable architecture intent assumes trusted auth-derived actor context. Why a decision is needed now: authorization hardening, audit integrity, and future frontend/API integration depend on a stable actor boundary. Investigation scope: trusted actor source, request-context ownership, plugin or middleware boundary, transition away from x-actor-* scaffolding, and impact on protected routes and audits. Explicit exclusions: no production auth provider rollout in this Spike. Approach: architecture review, request-context proposal, route-consumption pattern, and migration recommendation.","[ReqID: R03;R20;R22] Given the Spike concludes, when the recommendation is reviewed, then the approved source of truth for authenticated actor context is explicitly documented. | [ReqID: R03;R20;R22] Given protected routes consume actor data, when the Spike closes, then the middleware or plugin boundary and route access pattern are defined. | [ReqID: R03;R20;R22] Given downstream hardening work depends on this decision, when the Spike closes, then follow-up PBIs and migration implications are identified.",R03;R20;R22,Security;Audit;Architecture;Maintainability,3,P0,Platform Engineer,Sprint 2,Completed,None,"Important: Durable docs now state the intended baseline more explicitly: protected writes must use server-derived authenticated actor context and not client-authored identity input. This Spike should now focus on inventorying actual current route usage, confirming the trusted request-context boundary, and defining the migration path from any temporary header-based behavior."
PBI-087,Enabler,Enable auth-derived request actor context for protected routes and audits,"Capability to be created or improved: provide a shared backend mechanism that populates trusted actor context for protected route handlers and audit emitters. Why it is needed: protected actions should not rely on spoofable client-supplied actor headers once the actor boundary is approved. Which future PBIs it enables: PBI-088, PBI-091, PBI-096, stronger deactivation enforcement, and future frontend integration. Technical scope: middleware or plugin, request actor context shape, route-consumption pattern, and automated coverage. Explicit exclusions: full external identity-provider rollout and final UI auth flows.","[ReqID: R03;R20;R22] Given the approved actor-boundary decision exists, when the shared request-context mechanism is implemented, then protected routes can read trusted actor context from the request lifecycle. | [ReqID: R03;R20;R22] Given audit behavior depends on actor attribution, when protected actions execute, then audit emitters can consume the same trusted actor context. | [ReqID: R03;R20;R22] Given the enabler is completed, when automated tests run, then the actor-context path is covered and route handlers no longer depend on raw x-actor-* headers for trusted decisions.",R03;R20;R22,Security;Audit;Integration;Maintainability,5,P0,Backend Engineer,Sprint 2,Completed,PBI-086,Important: Durable docs now define the interim contract expectation clearly enough to implement this without re-debating public semantics. This item should execute against the documented server-derived actor baseline and produce the reusable request-context boundary that later Wave 4 tasks consume.
PBI-088,Task,Do tighten Shariah review submission authorization to coordinator-only or policy-based permission,"Action to be performed: replace the current broad any-active-assignment submission rule with the approved protected-action authorization rule for Shariah review submission. Why it is needed: current behavior is weaker than business intent and may allow unrelated assigned actors to submit review requests. Expected output: explicit review-submission authorization rule enforced in code, covered by tests, and aligned with durable docs. Scope: route/service authorization check, negative and positive tests, and doc alignment. Explicit exclusions: broader auth-provider rollout.","[ReqID: R20] Given an actor lacks the approved permission for review submission, when submission is attempted, then the backend rejects the request with the correct forbidden response. | [ReqID: R20] Given an actor satisfies the approved coordinator-only or policy-based rule, when submission is attempted, then the backend still creates the review request successfully. | [ReqID: R20] Given the authorization rule is tightened, when tests and docs are reviewed, then the protected-action behavior is covered and documented consistently.",R20,Security;Compliance;Audit,3,P0,Backend Engineer,Sprint 2,Completed,PBI-062;PBI-086;PBI-087,"Important: Durable docs now already fix one major ambiguity: submitter identity is server-derived, not client-authored. This item should focus only on tightening permission semantics for who may submit, not on re-opening actor-source contract design."
PBI-089,Enabler,Enable standardized API error envelope across schema and application validation failures,"Capability to be created or improved: provide one consistent error-envelope contract for route schema failures and application validation failures. Why it is needed: inconsistent error shapes complicate frontend/API consumption and create route-specific handling. Which future PBIs it enables: resumed frontend tasks, API docs cleanup, and more predictable integration testing. Technical scope: shared error-envelope contract, route-level mapping pattern, validation-failure handling, and automated coverage. Explicit exclusions: localized frontend error-message UX.","[ReqID: R03;R20] Given a schema-validation failure occurs, when the response is returned, then it follows the approved common error-envelope structure. | [ReqID: R03;R20] Given an application-validation failure occurs, when the response is returned, then it uses the same envelope family with route-independent semantics. | [ReqID: R03;R20] Given the enabler is implemented, when API tests run, then both schema and application failures are covered under one documented response model.",R03;R20,Reliability;Maintainability;Integration;Usability,5,P1,Platform Engineer,Sprint 2 (Optional),Completed,None,Important: unlocks cleaner frontend consumption and reduces route-specific error-handling drift.
PBI-090,Spike,Investigate audit policy for denied protected actions,"Unknown / problem statement: audit behavior for forbidden, invalid, and denied protected actions is inconsistent across current modules. Why a decision is needed now: compliance evidence, deactivation enforcement, and route-hardening tasks need one explicit policy. Investigation scope: success, forbidden, invalid, conflict, and not-found behavior for protected routes; minimum audit payload; and policy ownership. Explicit exclusions: no broad refactor of all route code in this Spike. Approach: review implemented audit patterns, compare them against durable guidance, and produce an approved policy.","[ReqID: R22;R03;R20] Given the Spike concludes, when the policy is reviewed, then audit behavior for success and denied protected actions is explicitly defined. | [ReqID: R22;R03;R20] Given protected actions share compliance needs, when the Spike closes, then the minimum audit payload and route-application rule are documented. | [ReqID: R22;R03;R20] Given later implementation depends on the decision, when the Spike closes, then concrete follow-up PBIs and affected modules are identified.",R22;R03;R20,Audit;Compliance;Architecture;Security,3,P1,Security Engineer,Sprint 2,Completed,None,"Important: Durable docs now include an interim audit baseline, so this Spike no longer starts from a blank page. Its purpose is to settle denied-action coverage, event-catalog boundaries, and route-application consistency before broad route hardening continues."
PBI-091,Enabler,Enable uniform audit policy enforcement across protected routes,"Capability to be created or improved: implement the approved audit policy consistently across protected route paths. Why it is needed: current modules apply audit behavior inconsistently, especially for denied or invalid protected attempts. Which future PBIs it enables: compliance evidence, deactivation wave, authorization hardening, and reviewable security behavior. Technical scope: shared route pattern or helper updates, audit invocation alignment, route-level tests, and module consistency updates. Explicit exclusions: external SIEM integration and analytics dashboards.","[ReqID: R22;R03;R20] Given the approved audit policy exists, when protected routes are executed, then success and denied outcomes are audited according to the same rule set. | [ReqID: R22;R03;R20] Given modules currently differ, when the enabler is completed, then affected protected routes follow the approved audit pattern consistently. | [ReqID: R22;R03;R20] Given the changes are implemented, when automated tests run, then audit behavior is covered for relevant positive and denied paths.",R22;R03;R20,Audit;Compliance;Maintainability;Security,5,P1,Backend Engineer,Sprint 2,Completed,PBI-086;PBI-087;PBI-090,Important: Durable docs now provide a minimum audit baseline and actor-source expectation. This item should implement uniform route behavior on top of that baseline rather than inventing per-route audit semantics during execution.
PBI-092,Enabler,"Enable CI workflow for install, test, and build enforcement","Capability to be created or improved: add repository-native CI enforcement for install, test, and build execution. Why it is needed: passing locally is not an enforceable quality gate and Sprint 1 execution exposed that risk. Which future PBIs it enables: all backend follow-up work and safer multi-contributor execution. Technical scope: CI workflow, install/test/build steps, failure visibility, and repository integration. Explicit exclusions: deployment automation and environment promotion.","[ReqID: R25;R26] Given a change is pushed or proposed, when CI runs, then install, test, and build steps execute automatically. | [ReqID: R25;R26] Given a quality gate fails, when CI completes, then the workflow reports the failure and blocks silent green assumptions. | [ReqID: R25;R26] Given the enabler is reviewed, when the pipeline definition is checked, then the repository has a repeatable CI baseline for future PBIs.",R25;R26,Reliability;Maintainability;Operability,3,P1,DevOps Engineer,Sprint 2,Completed,None,Important: establishes a baseline enforcement gate for Sprint 2 and beyond.
PBI-093,Task,Do replace explicit-file test script with safe automatic test discovery,"Action to be performed: replace the fragile explicit file-list test execution pattern with a safe discovery approach that reliably includes new tests. Why it is needed: Sprint 1 exposed a structural risk where added tests may not run if the script is not updated. Expected output: npm test executes all intended project tests without manual file enumeration. Scope: test command update, discovery pattern, verification of included tests, and script documentation. Explicit exclusions: changing the chosen test runner unless necessary.","[ReqID: R26] Given new tests are added to the project, when npm test is executed, then the test suite discovers and runs them without manual script edits. | [ReqID: R26] Given the test command is updated, when validation is performed, then previously covered tests still run and the omission risk is removed. | [ReqID: R26] Given the task is completed, when contributors review the project scripts, then the discovery model is documented and usable.",R26,Reliability;Maintainability;Testability,2,P1,Platform Engineer,Sprint 2,Completed,None,Important: addresses Sprint 1 test-discovery fragility directly and should be aligned with PBI-092.
PBI-094,Task,Do refresh durable context docs to match implemented backend behavior and approved temporary scaffolding,"Action to be performed: update durable context docs so they reflect implemented backend behavior, explicit temporary scaffolding, and approved Sprint 2 architecture decisions. Why it is needed: current docs are useful but behind the code in actor identity, authorization semantics, audit behavior, and some sprint-execution assumptions. Expected output: updated API contracts, architecture notes, coding rules, sprint execution notes, and state-model text where applicable. Scope: documentation refresh for implemented backend behavior and approved temporary or final boundaries. Explicit exclusions: broad SDLC rewrite.","[ReqID: R03;R20;R22] Given Sprint 2 architecture decisions are approved, when the durable docs are refreshed, then current backend behavior and temporary scaffolding are documented accurately. | [ReqID: R03;R20;R22] Given contributors plan future PBIs, when they read the durable docs, then they do not rely on stale assumptions for actor identity, authorization, audit, or review-submission behavior.",R03;R20;R22,Maintainability;Compliance;Documentation,2,P1,Platform Engineer,Sprint 2,Completed,PBI-086;PBI-090,"Important: Wave 3.5 focused doc-hardening pass applied before Wave 4. Durable docs now explicitly capture server-derived actor context for protected writes, Shariah submission actor handling, interim audit baseline, and current protected-action assumptions. Keep this item open until repo review/acceptance confirms the docs are the active source of truth."
PBI-095,Spike,Investigate protected-function matrix and deactivation policy boundary,"Unknown / problem statement: the deactivation wave remains blocked because the project still lacks an approved protected-function matrix and final deactivation policy semantics. Why a decision is needed now: PBI-054 through PBI-058 can otherwise inherit the same deadlock seen in assignment validation. Investigation scope: list of protected functions, deactivation effects on organizations and users, allow/deny semantics, and audit implications. Explicit exclusions: no full deactivation implementation in this Spike. Approach: analyze current protected routes and planned flows, define a protected-function matrix, and identify follow-up implementation work.","[ReqID: R03;R22] Given the Spike concludes, when the protected-function matrix is reviewed, then the set of protected actions and their deactivation behavior is explicitly defined. | [ReqID: R03;R22] Given deactivation has audit implications, when the Spike closes, then the relationship between deny behavior and audit policy is documented. | [ReqID: R03;R22] Given blocked deactivation tasks depend on this definition, when the Spike closes, then implementation follow-ups for the deactivation wave are identified.",R03;R22,Security;Audit;Architecture;Maintainability,3,P1,Security Engineer,Sprint 2,Completed,PBI-086;PBI-090,Timebox: 2-3 calendar days. Important: prerequisite governance work for resuming the deactivation wave.
PBI-096,Task,Do harden role-assignment creation authorization,"Action to be performed: define and implement explicit authorization on the role-assignment creation route using the approved actor boundary and assignment-validation prerequisites. Why it is needed: assignment creation behavior exists, but governance over who may create assignments is underdefined relative to security expectations. Expected output: protected assignment-creation authorization, negative and positive tests, and docs alignment. Scope: assignment-create authorization rule, route/service enforcement, automated coverage, and note updates. Explicit exclusions: broader UI work and full deactivation implementation.","[ReqID: R03;R22] Given an actor lacks the approved permission to create assignments, when assignment creation is attempted, then the backend rejects the request with the correct forbidden response. | [ReqID: R03;R22] Given an actor satisfies the approved authorization rule and assignment validation passes, when creation is attempted, then the backend still creates the assignment successfully. | [ReqID: R03;R22] Given the authorization is hardened, when tests and docs are reviewed, then the protected route behavior is covered and aligned.",R03;R22,Security;Compliance;Audit,3,P0,Backend Engineer,Sprint 2,Completed,PBI-086;PBI-087;PBI-084;PBI-085;PBI-050,"Important: Durable docs now clarify that trusted actor identity must be server-derived for protected actions. This item should therefore focus on assignment-create permission rules and backend enforcement, not on inventing temporary actor semantics."
PBI-097,Task,"Do reconcile Sprint 1 backlog statuses, evidence, and dependency notes with implemented repository state","Action to be performed: update backlog records for Sprint 1 implemented PBIs so statuses, dependency notes, blocker notes, and evidence references match the repository state. Why it is needed: planning is already being distorted by status drift and partial-completion ambiguity. Expected output: corrected backlog records for implemented Sprint 1 PBIs and explicit carry-over/blocker notes where needed. Scope: PBI-039 through PBI-062 status review, note reconciliation, evidence-note cleanup, and carry-over clarity. Explicit exclusions: net-new feature implementation.","[ReqID: R03;R20] Given Sprint 1 implementation evidence exists, when the backlog is reconciled, then statuses and dependency notes reflect the latest repository reality. | [ReqID: R03;R20] Given partial or blocked completion exists, when the review is completed, then blocker notes and carry-over intent are explicit enough for Sprint 2 planning.",R03;R20,Audit;Maintainability;Documentation,2,P1,Scrum Master,Sprint 2,Completed,None,Important: governance-cleanup task so Sprint 2 planning is based on the latest backlog rather than stale Sprint 1 assumptions.
PBI-098,Task,Do analyze current assignment-validation gap and unresolved flags,"Action to be performed: inspect the current role-assignment implementation, blocker note, and durable docs to isolate exactly which acceptance-criteria paths remain impossible and why. Why it is needed: the team must distinguish completed assignment behavior from work blocked by missing identity and membership source of truth. Expected output: reviewed gap note, explicit remaining behaviors, and constraint list for lookup ownership work. Scope: code-path review, blocker reconciliation, gap note, and dependency map. Explicit exclusions: no new runtime validation logic.","[ReqID: R03] Given the current assignment implementation is reviewed, when the analysis is completed, then the remaining blocked behaviors are explicitly listed against the relevant acceptance criteria. | [ReqID: R03] Given the durable docs and backlog are compared, when the task concludes, then the unresolved flags and required prerequisite decisions are identified without placeholder assumptions.",R03,Maintainability;Architecture,1,P0,Platform Engineer,Sprint 2,Completed,PBI-084;PBI-050,"Important: first execution slice for the blocker spike. Evidence: gap note, dependency map, acceptance-criteria coverage note."
PBI-099,Task,Do map ownership candidates and lookup-boundary options for user identity and organization membership,"Action to be performed: evaluate where user-existence lookup and user-to-organization membership lookup should live in the backend architecture. Why it is needed: role assignment cannot safely resume until lookup ownership is explicit. Expected output: ownership options, proposed boundary, and trade-off note. Scope: boundary options, ownership candidates, adapter direction, and multiplicity impact note. Explicit exclusions: no production lookup implementation.","[ReqID: R03] Given the current architecture is reviewed, when boundary options are compared, then the preferred owner for user lookup and organization-membership lookup is documented. | [ReqID: R03] Given assignment validation depends on these lookups, when the task concludes, then the selected option is justified well enough for implementation follow-up.",R03,Architecture;Maintainability;Integration,1,P0,Platform Engineer,Sprint 2,Completed,PBI-084;PBI-098,"Important: use durable docs as source of truth, not code-only drift. Evidence: boundary options matrix and recommendation."
PBI-100,Task,Do produce approved identity and membership lookup contract proposal and follow-up mapping,"Action to be performed: draft the minimal application-level contracts for user existence lookup and organization-membership lookup and map the exact implementation follow-ups needed. Why it is needed: PBI-085 cannot start cleanly without an approved contract. Expected output: contract proposal, method semantics, ownership note, and follow-up mapping. Scope: interface definitions, expected outcomes, error semantics, and backlog mapping. Explicit exclusions: runtime adapter code.","[ReqID: R03] Given the ownership decision exists, when the contract proposal is finalized, then the lookup interfaces define how the backend determines whether a user exists and whether a user belongs to an organization. | [ReqID: R03] Given follow-up implementation depends on the proposal, when the task closes, then the implementation map and dependent backlog items are explicit.",R03,Architecture;Maintainability;Reliability,1,P0,Platform Engineer,Sprint 2,Completed,PBI-084;PBI-099,"Important: closes the Spike with an executable contract, not just discussion. Evidence: contract diff, follow-up mapping, ownership note."
PBI-101,Task,Do implement application lookup ports for user existence and organization membership,"Action to be performed: add the application-layer ports required to ask whether a user exists and whether a user belongs to an organization. Why it is needed: assignment validation needs executable lookup seams, not only conceptual ownership. Expected output: application interfaces and service-level usage seam. Scope: port definitions, result shapes, and integration seam for role-assignment validation. Explicit exclusions: final infrastructure adapters.","[ReqID: R03] Given the approved lookup contract exists, when the ports are implemented, then the application layer exposes a stable seam for user existence lookup and organization-membership lookup. | [ReqID: R03] Given downstream services consume the ports, when compilation and tests run, then the interfaces are usable without placeholder logic in the assignment service.",R03,Maintainability;Integration;Reliability,2,P0,Backend Engineer,Sprint 2,Completed,PBI-085;PBI-100,Important: first executable slice of the unblocker enabler. Evidence: interface diff and compile-safe consumption seam.
PBI-102,Task,Do implement initial lookup adapters or test seams for identity and organization membership,"Action to be performed: add the initial infrastructure adapters or in-memory test seams that satisfy the new lookup ports. Why it is needed: the assignment service cannot be resumed or tested without executable implementations behind the ports. Expected output: working adapter or test seam for user existence and organization-membership checks. Scope: infrastructure classes, test doubles, and minimal integration wiring. Explicit exclusions: full external identity-provider integration.","[ReqID: R03] Given the lookup ports exist, when the adapters or test seams are added, then the backend can answer whether a user exists and whether that user belongs to an organization. | [ReqID: R03] Given assignment validation needs automated proof, when the task is completed, then the lookup path is usable in tests and later service integration.",R03,Integration;Reliability;Maintainability,2,P0,Backend Engineer,Sprint 2,Completed,PBI-085;PBI-101,Important: keep the implementation minimal but executable. Evidence: adapter tests or service-level seam tests.
PBI-103,Task,Do integrate identity and membership lookups into the role-assignment validation flow,"Action to be performed: wire the approved lookup capabilities into the role-assignment service so invalid-user and non-member paths are enforced. Why it is needed: this is the missing business validation that currently blocks PBI-050 completion. Expected output: assignment service rejects invalid users and users not belonging to the organization. Scope: service integration, validation order, and conflict/validation mapping. Explicit exclusions: UI behavior.","[ReqID: R03] Given a referenced user does not exist, when assignment creation is attempted, then the service rejects the request with the correct error response. | [ReqID: R03] Given a referenced user exists but does not belong to the organization, when assignment creation is attempted, then the service rejects the request with the correct error response.",R03,Reliability;Security;Maintainability,2,P0,Backend Engineer,Sprint 2,Completed,PBI-085;PBI-102;PBI-050,"Important: this task resumes the blocked acceptance criteria of PBI-050. Evidence: service tests for invalid-user and non-member paths. Status: service-level validation slice complete, task not fully complete until runtime wiring and error mapping are added"
PBI-104,Task,"Do execute lookup-integration tests, docs updates, and evidence for resumed assignment validation","Action to be performed: validate the resumed identity and membership rejection paths, update durable docs if behavior is clarified, and collect evidence. Why it is needed: PBI-050 cannot close on implementation alone. Expected output: automated coverage, evidence bundle, and doc alignment. Scope: application tests, route tests, regression checks, and notes updates. Explicit exclusions: new business behavior beyond the resumed validation paths.","[ReqID: R03] Given lookup integration is complete, when automated tests run, then invalid-user and non-member rejection paths are covered without breaking existing successful assignment behavior. | [ReqID: R03] Given the resumed validation changes contract or state understanding, when the task closes, then the relevant durable docs are updated and evidence is attached.",R03,Quality;Maintainability;Audit,1,P0,QA Lead,Sprint 2,Completed,PBI-085;PBI-103;PBI-050,Important: evidence task for the resumed blocked slice. Include route-level error cases and assignment success regression.
PBI-105,Task,Do inventory current actor-source usage in protected routes and audit emitters,"Action to be performed: inspect where protected routes and audit emitters currently source actor identity. Why it is needed: the actor-boundary spike must start from current implementation truth, not assumption. Expected output: actor-source inventory and route impact list. Scope: route handlers, audit calls, request headers, and current actor derivation patterns. Explicit exclusions: auth-boundary implementation.","[ReqID: R03;R20;R22] Given the current codebase is reviewed, when the inventory is completed, then all protected routes and audit emitters relying on actor identity are listed. | [ReqID: R03;R20;R22] Given current implementations may differ, when the task closes, then the places that still depend on raw client-supplied actor data are explicitly identified.",R03;R20;R22,Architecture;Audit;Maintainability,1,P0,Platform Engineer,Sprint 2,Completed,PBI-086,Important: first slice of the actor-boundary spike. Evidence: route inventory and actor-source matrix.
PBI-106,Task,Do produce approved trusted actor-context boundary and migration proposal,"Action to be performed: define the approved request-context boundary for trusted actor data and map the route/audit migration steps. Why it is needed: follow-up implementation must converge on one request-actor pattern. Expected output: approved actor-context contract, migration note, and affected-route map. Scope: request context shape, middleware/plugin boundary, migration steps, and backlog impact. Explicit exclusions: actual middleware code.","[ReqID: R03;R20;R22] Given the actor-source inventory exists, when the proposal is finalized, then the trusted actor-context boundary and route-consumption pattern are explicitly defined. | [ReqID: R03;R20;R22] Given downstream hardening depends on this decision, when the task closes, then affected routes and follow-up implementation work are identified clearly.",R03;R20;R22,Architecture;Security;Maintainability,1,P0,Platform Engineer,Sprint 2,Completed,PBI-086;PBI-105,Important: closes the actor-boundary spike with a migration-ready proposal.
PBI-107,Task,Do implement shared request actor-context middleware or plugin,"Action to be performed: add the shared backend mechanism that populates trusted actor context into the request lifecycle. Why it is needed: protected routes and audits need a common trusted source rather than raw client headers. Expected output: request actor context mechanism and route-consumption seam. Scope: middleware/plugin, request typing, actor-context population, and integration seam. Explicit exclusions: full external identity-provider rollout.","[ReqID: R03;R20;R22] Given the approved actor-boundary proposal exists, when the middleware or plugin is implemented, then protected routes can read trusted actor context from the request lifecycle. | [ReqID: R03;R20;R22] Given the mechanism is in place, when build and tests run, then route handlers have a stable actor-context seam without direct dependence on raw client actor headers.",R03;R20;R22,Security;Integration;Maintainability,2,P0,Backend Engineer,Sprint 2,Completed,PBI-087;PBI-106,Important: first executable slice of the auth-derived actor enabler. Evidence: middleware/plugin tests and route-consumption example.
PBI-108,Task,Do refactor protected route consumers and audit emitters to use trusted actor context,"Action to be performed: update protected route handlers and audit emitters to consume the new request actor context. Why it is needed: the shared actor-boundary enabler is incomplete until downstream consumers stop relying on raw request headers. Expected output: protected backend consumers use trusted actor context consistently. Scope: route refactors, audit emitter wiring, and negative-path safety checks. Explicit exclusions: UI auth flows.","[ReqID: R03;R20;R22] Given the actor-context mechanism exists, when protected routes execute, then authorization and audit code read actor information from the trusted request context. | [ReqID: R03;R20;R22] Given legacy raw-header consumption remains in affected routes, when the task is completed, then those routes are migrated or explicitly isolated for later work.",R03;R20;R22,Security;Audit;Maintainability,2,P0,Backend Engineer,Sprint 2,Completed,PBI-087;PBI-107,Important: route migration task; keep affected-route list explicit from PBI-106.
PBI-109,Task,"Do execute actor-context integration tests, route hardening checks, and docs updates","Action to be performed: validate the trusted actor-context path, update docs where actor handling changes, and collect evidence. Why it is needed: actor-boundary work is cross-cutting and must be proven. Expected output: tests, docs updates, and evidence for protected route consumption. Scope: integration tests, negative authorization checks, docs, and evidence. Explicit exclusions: unrelated auth-provider work.","[ReqID: R03;R20;R22] Given the actor-context refactor is complete, when integration and route tests run, then protected routes and audits behave correctly with trusted actor context. | [ReqID: R03;R20;R22] Given actor handling changed, when the task closes, then durable docs and evidence reflect the new trusted actor path.",R03;R20;R22,Quality;Audit;Maintainability,1,P0,QA Lead,Sprint 2,Completed,PBI-087;PBI-108,Important: required before broader authorization hardening is considered done.
PBI-110,Task,Do inventory current success and denied-action audit behavior across protected routes,"Action to be performed: inspect protected routes to catalog what is currently audited for success, forbidden, invalid, and denied outcomes. Why it is needed: audit-policy standardization must start from real implementation behavior. Expected output: route audit inventory and inconsistency list. Scope: current audit events, denied-action paths, and missing payload fields. Explicit exclusions: route refactor work.","[ReqID: R22;R03;R20] Given current protected routes are reviewed, when the inventory is completed, then audit behavior for success and denied outcomes is explicitly listed. | [ReqID: R22;R03;R20] Given inconsistency exists across modules, when the task closes, then the main policy gaps are documented for decision.",R22;R03;R20,Audit;Architecture;Maintainability,1,P1,Security Engineer,Sprint 2,Completed,PBI-090,Important: first slice of the audit-policy spike. Evidence: audit inventory and inconsistency note.
PBI-111,Task,Do produce approved denied-action audit policy and minimum payload definition,"Action to be performed: define the approved policy for auditing denied protected actions and the minimum payload required. Why it is needed: route hardening and deactivation work need one consistent audit rule. Expected output: approved policy note, minimum payload, and application guidance. Scope: success vs denied behavior, required fields, route application rule, and follow-up mapping. Explicit exclusions: broad implementation refactor in this task.","[ReqID: R22;R03;R20] Given the audit inventory exists, when the policy is approved, then success and denied-action audit behavior is defined consistently. | [ReqID: R22;R03;R20] Given downstream implementation depends on the policy, when the task closes, then the minimum payload and affected route classes are explicitly documented.",R22;R03;R20,Audit;Compliance;Architecture,1,P1,Security Engineer,Sprint 2,Completed,PBI-090;PBI-110,Important: closes the audit-policy spike with an implementation-ready rule set.
PBI-112,Task,Do define common API error-envelope contract for validation and application failures,"Action to be performed: define the standard response structure for schema-validation errors and application-validation errors. Why it is needed: API consistency is currently uneven and will complicate resumed UI/API consumption. Expected output: approved common error-envelope structure and mapping rules. Scope: envelope fields, error categories, route-application rule, and contract note. Explicit exclusions: route implementation changes.","[ReqID: R03;R20] Given API failures are reviewed, when the contract is approved, then schema and application validation failures share a consistent error-envelope structure. | [ReqID: R03;R20] Given later route refactoring depends on the contract, when the task closes, then the mapping rules are explicit enough for implementation.",R03;R20,Maintainability;Integration;Usability,1,P1,Platform Engineer,Sprint 2 (Optional),Completed,PBI-089,Important: first slice of the error-envelope enabler. Evidence: contract diff and example envelopes.
PBI-113,Task,Do implement shared error-envelope mapping helper for route and application failures,"Action to be performed: add the shared mapping/helper mechanism that produces the approved error envelope across routes. Why it is needed: consistency cannot be achieved safely through route-by-route ad hoc formatting. Expected output: reusable error-envelope mapping/helper. Scope: helper implementation, integration seam, and automated coverage. Explicit exclusions: full retrofit of all routes in this task.","[ReqID: R03;R20] Given the approved error-envelope contract exists, when the helper is implemented, then routes and application failures can emit the same envelope shape through a shared mechanism. | [ReqID: R03;R20] Given the helper is used in tests, when validation fails, then the returned structure matches the approved error contract.",R03;R20,Maintainability;Reliability;Integration,2,P1,Backend Engineer,Sprint 2 (Optional),Completed,PBI-089;PBI-112,Important: shared implementation slice before route retrofit.
PBI-114,Task,Do retrofit priority backend routes to the common error envelope and update tests/docs,"Action to be performed: apply the common error-envelope helper to the highest-priority backend routes and align tests and docs. Why it is needed: the enabler is not useful until real routes consume it. Expected output: selected routes return consistent validation/application-failure envelopes. Scope: route retrofit, tests, and docs updates for priority flows. Explicit exclusions: full repo-wide retrofit in one task.","[ReqID: R03;R20] Given the shared helper exists, when selected priority routes are refactored, then their validation and application failures return the approved common envelope. | [ReqID: R03;R20] Given route behavior changes, when the task closes, then tests and API docs reflect the new envelope consistently.",R03;R20,Reliability;Maintainability;Usability,2,P1,Backend Engineer,Sprint 2 (Optional),Completed,PBI-089;PBI-113,"Important: choose priority routes deliberately, starting with membership and shariah submission flows if pulled this sprint."
PBI-115,Task,"Do add repository CI workflow for install, test, and build execution","Action to be performed: create the repository-native CI workflow that runs install, test, and build on change. Why it is needed: local-only validation is not sufficient as a sprint quality gate. Expected output: CI pipeline file and successful baseline execution path. Scope: workflow config, install/test/build steps, and failure visibility. Explicit exclusions: deployment automation.","[ReqID: R25;R26] Given a change is pushed or proposed, when CI runs, then install, test, and build steps execute automatically. | [ReqID: R25;R26] Given one of the quality gates fails, when CI completes, then the failure is surfaced in the pipeline result.",R25;R26,Reliability;Operability;Maintainability,2,P1,DevOps Engineer,Sprint 2,Completed,PBI-092,Important: first slice of the CI enabler. Evidence: workflow file and successful baseline run.
PBI-116,Task,Do verify CI and local execution parity and document contributor expectations,"Action to be performed: verify the CI workflow matches the intended local commands and document contributor expectations. Why it is needed: a pipeline without contributor parity creates false failures and weak adoption. Expected output: parity check, script alignment note, and contributor guidance. Scope: command parity, expected environment notes, and documentation update. Explicit exclusions: new pipeline stages beyond the baseline quality gate.","[ReqID: R25;R26] Given the CI workflow exists, when parity is checked, then the CI commands align with supported local execution for install, test, and build. | [ReqID: R25;R26] Given contributors use the repository, when they read the guidance, then the expected local commands and CI behavior are explicit.",R25;R26,Maintainability;Operability;Documentation,1,P1,DevOps Engineer,Sprint 2,Completed,PBI-092;PBI-115,Important: closes the CI enabler with usable contributor guidance.
