PBI-###,Type,Title,Description,AcceptanceCriteria,ReqIDs,NFR_Tags,StoryPoints,Priority,Owner,Sprint,Status,Dependencies,Notes
PBI-349,Task,Do implement create escrow service,"Implement service for creating escrowCreated state.","Given valid request, service creates escrowCreated. | Given duplicate active escrow exists, conflict is returned.",R06,Security;Audit;Reliability,3,P0,Backend Engineer,Sprint 6,Planned,PBI-346;PBI-347;PBI-348,Uses trusted actor context.
PBI-350,Task,Do implement escrow API route,"Expose authenticated escrow create/get route.","Given authorized request, API creates or retrieves escrow. | Given unauthenticated request, access is denied.",R06,Security;Integration;Reliability,2,P0,Backend Engineer,Sprint 6,Planned,PBI-346;PBI-349,Route: /api/v1/escrows.
PBI-351,Task,Do emit PBI-005 lifecycle event for escrowCreated,"Integrate escrow creation with lifecycle event capture.","Given escrow is created, escrowCreated lifecycle event is recorded. | Given event is inspected, actor/target/status fields are traceable.",R06;R05,Audit;Integrity;Integration,2,P0,Backend Engineer,Sprint 6,Planned,PBI-346;PBI-349;PBI-005,Use transaction-history contract.
PBI-352,Task,Do anchor escrowCreated event to Fabric,"Anchor escrowCreated lifecycle event via BlockchainAnchorGateway.","Given escrowCreated event has payloadHash, anchor gateway is called. | Given anchor fails, escrow remains created with explicit failed or pending anchor state.",R06;R05,Audit;Integrity;Reliability,2,P0,Backend Engineer,Sprint 6,Planned,PBI-346;PBI-351;PBI-323,Do not corrupt business event on Fabric failure.
PBI-353,Task,Do add escrow backend tests,"Add tests for valid, invalid, unauthorized, duplicate, audit event, anchor success/failure.","Given tests run, escrow first-slice paths are covered. | Given anchor failure occurs, base escrow behavior remains safe.",R06,Quality;Audit;Reliability,2,P0,QA Lead,Sprint 6,Planned,PBI-346,Evidence target: PBI-006_ESCROW_FIRST_SLICE_VALIDATION.md.
PBI-354,Task,Do validate escrow backend first slice,"Validate backend escrow build/test/evidence.","Given validation runs, build and tests pass. | Given evidence is reviewed, escrow backend first-slice behavior is recorded.",R06,Quality;Audit;Documentation,1,P0,QA Lead,Sprint 6,Planned,PBI-346,Evidence target: PBI-006_ESCROW_FIRST_SLICE_VALIDATION.md.
PBI-355,Story,"As a buyer or auditor, I want to view escrow status and blockchain proof, so that the smart-contract workflow is visible","Implement escrow UI first slice.","Given escrowCreated state exists, escrow status and proof state are visible. | Given no real proof exists, UI does not fabricate Fabric transaction details.",R06;R17,Usability;Audit;Security;Accessibility,3,P0,Frontend Engineer,Sprint 6,Planned,PBI-006;PBI-333;PBI-346,Stretch after proof UI.
PBI-356,Task,Do define escrow UI flow,"Define buyer and auditor escrow paths.","Given UI flow is reviewed, buyer/auditor paths are explicit. | Given labels are reviewed, product labels are used.",R06;R17,Usability;Documentation,1,P0,Frontend Engineer,Sprint 6,Planned,PBI-355,Update FRONTEND_PRODUCT_JOURNEY.md if needed.
PBI-357,Task,Do implement EscrowOverviewPage,"Implement escrow status overview page.","Given page renders, escrowCreated state is visible. | Given no data exists, safe empty state is shown.",R06;R17,Usability;Accessibility,2,P0,Frontend Engineer,Sprint 6,Planned,PBI-355,Files: src/frontend/pages/EscrowOverviewPage.tsx.
PBI-358,Task,Do add escrow route/dashboard entry,"Add role-aware Escrow navigation entry.","Given buyer role opens dashboard, Escrow entry is visible. | Given unauthorized role opens dashboard, entry is hidden or blocked.",R06;R17,Security;Usability;Accessibility,2,P0,Frontend Engineer,Sprint 6,Planned,PBI-355;PBI-282,Product label: Escrow.
PBI-359,Task,Do add BlockchainProofPanel to escrow page,"Show proof panel for escrowCreated event.","Given escrow proof metadata exists, proof panel renders it. | Given proof missing, notAnchored state is shown.",R06;R17;R05,Usability;Audit;Security,2,P0,Frontend Engineer,Sprint 6,Planned,PBI-355;PBI-333,Reuse BlockchainProofPanel.
PBI-360,Task,Do validate escrow UI,"Validate escrow UI demo path and frontend build.","Given validation runs, buyer/auditor escrow path is recorded. | Given frontend build runs, it passes.",R06;R17,Quality;Audit;Documentation,1,P0,QA Lead,Sprint 6,Planned,PBI-355,Evidence target: PBI-006_ESCROW_FIRST_SLICE_VALIDATION.md.
